alert_id,timestamp,route_id,trip_id,risk_level,risk_score,alert_title,summary,key_findings,evidence,affected_route,affected_trip,affected_segment,estimated_revenue_impact_inr,confidence,recommended_action,dominant_explanation_type,status,version
ALT-AC01EE4B4CFC,2026-08-31T04:21:56.073077+00:00,1324,10017,MONITOR,0.4998,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10017 on Route 1324 recorded 104 passengers (expected 145, -28.2%) and ₹1317.00 revenue (expected ₹1809.13, -27.2%).","['Expected Revenue: ₹1809.13 | Reported Revenue: ₹1317.00 (Deficit: ₹492.13, 27.2%)', 'Expected Passengers: 145 | Reported Passengers: 104 (Difference: 41, 28.2%)', 'Multi-factor Risk Score: 0.4998 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9845', 'Graph Discrepancy Localized Subpath: 21172 -> 22585 (Seq 1-3) (Confidence: 0.58)']","{'expected_passengers': 144.9, 'reported_passengers': 104.0, 'passenger_difference': 40.9, 'passenger_pct_difference': 28.23, 'expected_revenue_inr': 1809.13, 'reported_revenue_inr': 1317.0, 'revenue_difference_inr': 492.13, 'revenue_pct_difference': 27.2, 'anomaly_score': 0.9845, 'risk_score': 0.4998, 'localization_confidence': 0.5807, 'localized_subpath': '21172 -> 22585 (Seq 1-3)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10017,21172 -> 22585 (Seq 1-3),492.13,0.9845,Include Route 1324 Trip 10017 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-FDC2CE15AF93,2026-08-31T04:21:56.073145+00:00,1324,10018,HIGH_RISK,0.8022,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 99.0% spatial confidence (estimated impact: ₹629.65).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹164.00 (Deficit: ₹629.65, 79.3%)', 'Expected Passengers: 65 | Reported Passengers: 13 (Difference: 52, 80.1%)', 'Multi-factor Risk Score: 0.8022 (HIGH_RISK)', 'Statistical Isolation Anomaly Score: 0.9901', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.99)']","{'expected_passengers': 65.3, 'reported_passengers': 13.0, 'passenger_difference': 52.3, 'passenger_pct_difference': 80.1, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 164.0, 'revenue_difference_inr': 629.65, 'revenue_pct_difference': 79.34, 'anomaly_score': 0.9901, 'risk_score': 0.8022, 'localization_confidence': 0.99, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10018,21172 -> 22645_PF3 (Seq 1-41),629.65,0.9901,"Schedule immediate operational inspection of Electronic Ticketing Machine (ETM) device telemetry, verify conductor trip sheet against segment boardings on Route 1324, and audit reconciliation records.",SEGMENT_ANOMALY,OPEN,1.0.0
ALT-61E3C39AFD25,2026-08-31T04:21:56.073206+00:00,1324,10019,SUSPICIOUS,0.7713,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 99.0% spatial confidence (estimated impact: ₹598.05).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹195.60 (Deficit: ₹598.05, 75.4%)', 'Expected Passengers: 69 | Reported Passengers: 19 (Difference: 50, 72.3%)', 'Multi-factor Risk Score: 0.7713 (SUSPICIOUS)', 'Statistical Isolation Anomaly Score: 0.9886', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.99)']","{'expected_passengers': 68.7, 'reported_passengers': 19.0, 'passenger_difference': 49.7, 'passenger_pct_difference': 72.35, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 195.6, 'revenue_difference_inr': 598.05, 'revenue_pct_difference': 75.35, 'anomaly_score': 0.9886, 'risk_score': 0.7713, 'localization_confidence': 0.99, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10019,21172 -> 22645_PF3 (Seq 1-41),598.05,0.99,Audit trip ticketing logs and conductor waypoint reconciliations for Trip 10019 on Route 1324.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-0A486D88E9BE,2026-08-31T04:21:56.073268+00:00,998,1002,HIGH_RISK,0.8718,Zero Telemetry / Unreported Trip Alert — Route 998,"Trip 1002 on Route 998 completed schedule with zero reported revenue or passenger count, resulting in an estimated ₹324.01 discrepancy against baseline expectation.","['Expected Revenue: ₹324.01 | Reported Revenue: ₹0.00 (Deficit: ₹324.01, 100.0%)', 'Expected Passengers: 27 | Reported Passengers: 0 (Difference: 27, 100.0%)', 'Multi-factor Risk Score: 0.8718 (HIGH_RISK)', 'Statistical Isolation Anomaly Score: 0.9959', 'Graph Discrepancy Localized Subpath: 20940 -> 21173 (Seq 1-6) (Confidence: 0.99)']","{'expected_passengers': 26.9, 'reported_passengers': 0.0, 'passenger_difference': 26.9, 'passenger_pct_difference': 100.0, 'expected_revenue_inr': 324.01, 'reported_revenue_inr': 0.0, 'revenue_difference_inr': 324.01, 'revenue_pct_difference': 100.0, 'anomaly_score': 0.9959, 'risk_score': 0.8718, 'localization_confidence': 0.99, 'localized_subpath': '20940 -> 21173 (Seq 1-6)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",998,1002,20940 -> 21173 (Seq 1-6),324.01,0.9959,"Schedule immediate operational inspection of Electronic Ticketing Machine (ETM) device telemetry, verify conductor trip sheet against segment boardings on Route 998, and audit reconciliation records.",MISSING_TRIP,OPEN,1.0.0
ALT-C17835A5B084,2026-08-31T04:21:56.073333+00:00,1324,10020,MONITOR,0.3945,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10020 on Route 1324 recorded 55 passengers (expected 80, -31.1%) and ₹494.80 revenue (expected ₹793.65, -37.7%).","['Expected Revenue: ₹793.65 | Reported Revenue: ₹494.80 (Deficit: ₹298.85, 37.7%)', 'Expected Passengers: 80 | Reported Passengers: 55 (Difference: 25, 31.1%)', 'Multi-factor Risk Score: 0.3945 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9787']","{'expected_passengers': 79.8, 'reported_passengers': 55.0, 'passenger_difference': 24.8, 'passenger_pct_difference': 31.11, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 494.8, 'revenue_difference_inr': 298.85, 'revenue_pct_difference': 37.66, 'anomaly_score': 0.9787, 'risk_score': 0.3945, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10020,,298.85,0.9787,Include Route 1324 Trip 10020 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-1A7385E95F52,2026-08-31T04:21:56.073396+00:00,1324,10021,MONITOR,0.3166,Operational Review Alert — Route 1324,Trip 10021 on Route 1324 triggered operational monitoring with composite risk score 0.32.,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹677.00 (Deficit: ₹116.65, 14.7%)', 'Expected Passengers: 65 | Reported Passengers: 55 (Difference: 10, 15.0%)', 'Multi-factor Risk Score: 0.3166 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9514']","{'expected_passengers': 64.7, 'reported_passengers': 55.0, 'passenger_difference': 9.7, 'passenger_pct_difference': 14.99, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 677.0, 'revenue_difference_inr': 116.65, 'revenue_pct_difference': 14.7, 'anomaly_score': 0.9514, 'risk_score': 0.3166, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10021,,116.65,0.9514,Include Route 1324 Trip 10021 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-E7E9AE38CEAB,2026-08-31T04:21:56.073455+00:00,1324,10022,NORMAL,0.2718,Nominal Operating Status — Route 1324,Trip 10022 operates within nominal baseline parameters (risk score 0.27).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹745.00 (Deficit: ₹48.65, 6.1%)', 'Expected Passengers: 65 | Reported Passengers: 61 (Difference: 4, 6.2%)', 'Multi-factor Risk Score: 0.2718 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9511']","{'expected_passengers': 65.0, 'reported_passengers': 61.0, 'passenger_difference': 4.0, 'passenger_pct_difference': 6.22, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 745.0, 'revenue_difference_inr': 48.65, 'revenue_pct_difference': 6.13, 'anomaly_score': 0.9511, 'risk_score': 0.2718, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10022,,48.65,0.9511,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-C661E999C26B,2026-08-31T04:21:56.073514+00:00,1324,10023,NORMAL,0.2963,Nominal Operating Status — Route 1324,Trip 10023 operates within nominal baseline parameters (risk score 0.30).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹684.00 (Deficit: ₹109.65, 13.8%)', 'Expected Passengers: 70 | Reported Passengers: 61 (Difference: 9, 13.0%)', 'Multi-factor Risk Score: 0.2963 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9539']","{'expected_passengers': 70.1, 'reported_passengers': 61.0, 'passenger_difference': 9.1, 'passenger_pct_difference': 13.0, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 684.0, 'revenue_difference_inr': 109.65, 'revenue_pct_difference': 13.82, 'anomaly_score': 0.9539, 'risk_score': 0.2963, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10023,,109.65,0.9539,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-AC1C4882F1B4,2026-08-31T04:21:56.073572+00:00,1324,10024,NORMAL,0.2589,Nominal Operating Status — Route 1324,Trip 10024 operates within nominal baseline parameters (risk score 0.26).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹779.00 (Deficit: ₹14.65, 1.8%)', 'Expected Passengers: 62 | Reported Passengers: 61 (Difference: 1, 2.0%)', 'Multi-factor Risk Score: 0.2589 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9523']","{'expected_passengers': 62.2, 'reported_passengers': 61.0, 'passenger_difference': 1.2, 'passenger_pct_difference': 1.96, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 779.0, 'revenue_difference_inr': 14.65, 'revenue_pct_difference': 1.85, 'anomaly_score': 0.9523, 'risk_score': 0.2589, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10024,,14.65,0.9523,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-25928FC22A4B,2026-08-31T04:21:56.073629+00:00,1324,10025,MONITOR,0.4024,Passenger & Revenue Discrepancy Alert — Route 1324,"Trip 10025 on Route 1324 recorded 45 passengers (expected 66, -31.5%) and ₹545.00 revenue (expected ₹793.65, -31.3%).","['Expected Revenue: ₹793.65 | Reported Revenue: ₹545.00 (Deficit: ₹248.65, 31.3%)', 'Expected Passengers: 66 | Reported Passengers: 45 (Difference: 21, 31.5%)', 'Multi-factor Risk Score: 0.4024 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9675']","{'expected_passengers': 65.7, 'reported_passengers': 45.0, 'passenger_difference': 20.7, 'passenger_pct_difference': 31.47, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 545.0, 'revenue_difference_inr': 248.65, 'revenue_pct_difference': 31.33, 'anomaly_score': 0.9675, 'risk_score': 0.4024, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10025,,248.65,0.9675,Include Route 1324 Trip 10025 in automated telemetry monitoring queue for subsequent schedules.,PASSENGER_UNDERREPORTING,OPEN,1.0.0
ALT-3446F4C2D423,2026-08-31T04:21:56.073685+00:00,1324,10026,NORMAL,0.2402,Nominal Operating Status — Route 1324,Trip 10026 operates within nominal baseline parameters (risk score 0.24).,"['Expected Revenue: ₹809.00 | Reported Revenue: ₹809.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 67 | Reported Passengers: 67 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2402 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9606']","{'expected_passengers': 67.0, 'reported_passengers': 67.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 809.0, 'reported_revenue_inr': 809.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9606, 'risk_score': 0.2402, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10026,,0.0,0.9606,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-45D415074F0A,2026-08-31T04:21:56.073742+00:00,1324,10027,NORMAL,0.2451,Nominal Operating Status — Route 1324,Trip 10027 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹874.00 | Reported Revenue: ₹874.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 81 | Reported Passengers: 81 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2451 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9805']","{'expected_passengers': 81.0, 'reported_passengers': 81.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 874.0, 'reported_revenue_inr': 874.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9805, 'risk_score': 0.2451, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10027,,0.0,0.9805,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-7A79A27935F1,2026-08-31T04:21:56.073800+00:00,1324,10028,MONITOR,0.3038,Operational Review Alert — Route 1324,Trip 10028 on Route 1324 triggered operational monitoring with composite risk score 0.30.,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹712.00 (Deficit: ₹81.65, 10.3%)', 'Expected Passengers: 62 | Reported Passengers: 55 (Difference: 7, 11.0%)', 'Multi-factor Risk Score: 0.3038 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9548']","{'expected_passengers': 61.8, 'reported_passengers': 55.0, 'passenger_difference': 6.8, 'passenger_pct_difference': 10.98, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 712.0, 'revenue_difference_inr': 81.65, 'revenue_pct_difference': 10.29, 'anomaly_score': 0.9548, 'risk_score': 0.3038, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10028,,81.65,0.9548,Include Route 1324 Trip 10028 in automated telemetry monitoring queue for subsequent schedules.,COMPOSITE_ANOMALY,OPEN,1.0.0
ALT-ABF9F854D3A4,2026-08-31T04:21:56.073860+00:00,1324,10029,NORMAL,0.2457,Nominal Operating Status — Route 1324,Trip 10029 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹985.00 | Reported Revenue: ₹985.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 75 | Reported Passengers: 75 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2457 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9828']","{'expected_passengers': 75.0, 'reported_passengers': 75.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 985.0, 'reported_revenue_inr': 985.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9828, 'risk_score': 0.2457, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10029,,0.0,0.9828,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
ALT-CDE359CBB60F,2026-08-31T04:21:56.074213+00:00,998,1003,MONITOR,0.5066,Localized Segment Discrepancy Alert — Route 998,Graph analysis localized a concentrated revenue and passenger deficit along 20940 -> 21173 (Seq 1-6) with 96.7% spatial confidence (estimated impact: ₹134.01).,"['Expected Revenue: ₹324.01 | Reported Revenue: ₹190.00 (Deficit: ₹134.01, 41.4%)', 'Expected Passengers: 39 | Reported Passengers: 28 (Difference: 11, 28.5%)', 'Multi-factor Risk Score: 0.5066 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9924', 'Graph Discrepancy Localized Subpath: 20940 -> 21173 (Seq 1-6) (Confidence: 0.97)']","{'expected_passengers': 39.1, 'reported_passengers': 28.0, 'passenger_difference': 11.1, 'passenger_pct_difference': 28.46, 'expected_revenue_inr': 324.01, 'reported_revenue_inr': 190.0, 'revenue_difference_inr': 134.01, 'revenue_pct_difference': 41.36, 'anomaly_score': 0.9924, 'risk_score': 0.5066, 'localization_confidence': 0.9673, 'localized_subpath': '20940 -> 21173 (Seq 1-6)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",998,1003,20940 -> 21173 (Seq 1-6),134.01,0.9924,Include Route 998 Trip 1003 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-E05E97949C0D,2026-08-31T04:21:56.074315+00:00,1324,10030,MONITOR,0.5559,Localized Segment Discrepancy Alert — Route 1324,Graph analysis localized a concentrated revenue and passenger deficit along 21172 -> 22645_PF3 (Seq 1-41) with 98.1% spatial confidence (estimated impact: ₹305.65).,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹488.00 (Deficit: ₹305.65, 38.5%)', 'Expected Passengers: 76 | Reported Passengers: 51 (Difference: 25, 33.3%)', 'Multi-factor Risk Score: 0.5559 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9767', 'Graph Discrepancy Localized Subpath: 21172 -> 22645_PF3 (Seq 1-41) (Confidence: 0.98)']","{'expected_passengers': 76.4, 'reported_passengers': 51.0, 'passenger_difference': 25.4, 'passenger_pct_difference': 33.25, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 488.0, 'revenue_difference_inr': 305.65, 'revenue_pct_difference': 38.51, 'anomaly_score': 0.9767, 'risk_score': 0.5559, 'localization_confidence': 0.9809, 'localized_subpath': '21172 -> 22645_PF3 (Seq 1-41)', 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10030,21172 -> 22645_PF3 (Seq 1-41),305.65,0.9809,Include Route 1324 Trip 10030 in automated telemetry monitoring queue for subsequent schedules.,SEGMENT_ANOMALY,OPEN,1.0.0
ALT-FBB2A8DEEB36,2026-08-31T04:21:56.074396+00:00,1324,10031,MONITOR,0.3544,Revenue Deficit Alert — Route 1324,Trip 10031 on Route 1324 reported a revenue deficit of ₹213.65 (-26.9%) relative to expected diurnal baseline.,"['Expected Revenue: ₹793.65 | Reported Revenue: ₹580.00 (Deficit: ₹213.65, 26.9%)', 'Expected Passengers: 74 | Reported Passengers: 56 (Difference: 18, 24.1%)', 'Multi-factor Risk Score: 0.3544 (MONITOR)', 'Statistical Isolation Anomaly Score: 0.9632']","{'expected_passengers': 73.8, 'reported_passengers': 56.0, 'passenger_difference': 17.8, 'passenger_pct_difference': 24.08, 'expected_revenue_inr': 793.65, 'reported_revenue_inr': 580.0, 'revenue_difference_inr': 213.65, 'revenue_pct_difference': 26.92, 'anomaly_score': 0.9632, 'risk_score': 0.3544, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10031,,213.65,0.9632,Include Route 1324 Trip 10031 in automated telemetry monitoring queue for subsequent schedules.,REVENUE_DISCREPANCY,OPEN,1.0.0
ALT-F3F6FD618203,2026-08-31T04:21:56.074476+00:00,1324,10032,NORMAL,0.2542,Nominal Operating Status — Route 1324,Trip 10032 operates within nominal baseline parameters (risk score 0.25).,"['Expected Revenue: ₹800.00 | Reported Revenue: ₹800.00 (Deficit: ₹0.00, 0.0%)', 'Expected Passengers: 61 | Reported Passengers: 61 (Difference: 0, 0.0%)', 'Multi-factor Risk Score: 0.2542 (NORMAL)', 'Statistical Isolation Anomaly Score: 0.9566']","{'expected_passengers': 61.0, 'reported_passengers': 61.0, 'passenger_difference': 0.0, 'passenger_pct_difference': 0.0, 'expected_revenue_inr': 800.0, 'reported_revenue_inr': 800.0, 'revenue_difference_inr': 0.0, 'revenue_pct_difference': 0.0, 'anomaly_score': 0.9566, 'risk_score': 0.2542, 'localization_confidence': 0.0, 'localized_subpath': None, 'is_repeated_pattern': False, 'historical_anomaly_rate': 0.0}",1324,10032,,0.0,0.9566,No immediate operational audit required. Telemetry within nominal bounds.,NOMINAL,OPEN,1.0.0
